id,meters,price,rooms,dealer,title,location,district
42jLH,134,497000,4,HFBroker,Przestronne mieszkanie inwestycyjne / dla rodziny,"['Lublin', 'Konstantynów']",Konstantynów
42jIy,52.40,398000,2,BIGCITYBROKER,"Mieszkanie 2-pokojowe, Czuby 52m","['Lublin', 'Czuby']",Czuby
3YBc8,52.10,290000,3,WronaRentals,"Mieszkanie, 52,10 m², Lublin","['Lublin', 'lubelskie']",lubelskie
3YBa0,57.09,319000,3,geoDOMNieruchomości,3 pokojowe na Bronowicach.,"['Lublin', 'Bronowice']",Bronowice
3YySv,75.61,600000,4,BiuroNieruchomościKWADRAT,"4 pokoje, 75.61m2, wysoki standard, Wrotków","['Lublin', 'Wrotków']",Wrotków
3Yyx6,63.70,369000,2,3KLUCZEs.c.,"Mieszkanie, 63,70 m², Lublin","['Lublin', 'Centrum']",Centrum
3XzvM,45,350000,2,Arena,"Mieszkanie, 45 m², Lublin","['Lublin', 'Centrum']",Centrum
3Yxvo,31.37,235275,2,CLIVUSNieruchomości,Apartament w okol. Politechniki Lubelskiej Okazja,"['Lublin', 'LSM']",LSM
3Yxvs,27.94,209550,2,CLIVUSNieruchomości,Apartament w okol. Politechniki Lubelskiej Okazja,"['Lublin', 'LSM']",LSM
3Yxte,180,499000,3,Alfahouse,"Lublin, Czuby ul. Ułanów","['Lublin', 'Czuby']",Czuby
3YvBC,58.62,315000,3,FRANCZEWSKANieruchomościs.c.,3 pokoje Nowy Świat,"['Nowy', 'Kośminek']",Kośminek
3Yvtm,56,345000,2,4tepiętro,Mieszkanie przy galerii Olimp,"['Lublin', 'Bazylianówka']",Bazylianówka
3YwQ0,69.50,367655,3,Alfahouse,"Nowe mieszkanie 69,5 mkw , 2 piętro","['Lublin', 'Wrotków']",Wrotków
3YwPV,71.85,351993,3,Alfahouse,"Nowe mieszkanie 72 mkw, 1 piętro","['Lublin', 'Wrotków']",Wrotków
3YwKg,71.73,358578,3,Alfahouse,Nowe mieszkanie 72 mkw,"['Lublin', 'Wrotków']",Wrotków
3YwKk,69.70,368713,3,Alfahouse,"Nowe mieszkanie 70 mkw, 1 piętro","['Lublin', 'Wrotków']",Wrotków
3YwKc,71.64,361066,3,Alfahouse,Nowe mieszkanie 72 mkw,"['Lublin', 'Wrotków']",Wrotków
3YwCo,69.70,375683,3,Alfahouse,"Nowe mieszkanie 70 mkw, 3 pokoje","['Lublin', 'Wrotków']",Wrotków
3YwCs,61.77,327319,3,Alfahouse,"Nowe mieszkanie 62 mkw, 3 pokoje","['Lublin', 'Wrotków']",Wrotków
3YtXa,77.92,506480,4,InvestBroker,Niespotykane mieszkanie z siłownią!!!,"['Lublin', 'Wieniawa']",Wieniawa
3YsvU,73.87,379692,3,Alfahouse,"Nowe mieszkanie, gotowe do odbioru","['Lublin', 'Wrotków']",Wrotków
3YsvI,73.71,368476,3,Alfahouse,"Nowe mieszkanie 74 mkw, 3 pokoje","['Lublin', 'Wrotków']",Wrotków
3YsvM,73.87,395205,3,Alfahouse,Mieszkanie - Lublin Wrotków,"['Lublin', 'Wrotków']",Wrotków
3Ysu8,73.81,387503,3,Alfahouse,"Nowe mieszkanie 74 mkw, 3 pokoje","['Lublin', 'Wrotków']",Wrotków
3YrTV,103,575000,4,Alfahouse,Wyjątkowy apartament w świetnej lokalizacji,"['Lublin', 'Wrotków']",Wrotków
3Yr64,68,465000,4,4tepiętro,4 pokoje 8min od Um,"['Lublin', 'Centrum']",Centrum
40RTg,76.25,411750,4,Arena,4 pokoje z ogródkiem w nowym budownictwie,"['Lublin', 'Dziesiąta']",Dziesiąta
40RTd,62.58,356706,3,Arena,3 pokoje w nowym budownictwie,"['Lublin', 'Wrotków']",Wrotków
40RTb,38.03,228180,1,Arena,Mieszkanie w nowym budownictwie z ogródkiem,"['Lublin', 'Dziesiąta']",Dziesiąta
40RTc,58.27,337966,3,Arena,3 pokoje w nowym budownictwie,"['Lublin', 'Wrotków']",Wrotków
40RT7,61.59,344904,3,Arena,Trzy pokoje na nowym osiedlu.,"['Lublin', 'Dziesiąta']",Dziesiąta
40RT9,45.31,265064,2,Arena,2 pokoje w nowym budownictwie,"['Lublin', 'Dziesiąta']",Dziesiąta
40RQY,48.10,329000,2,HERMESHOUSE,"Mieszkanie, 48,10 m², Lublin","['Lublin', 'Czuby']",Czuby
40RPa,107,920000,4,HomeBrokerS.A.,"Mieszkanie, 107 m², Lublin","['Lublin', 'Śródmieście']",Śródmieście
40ROY,99.23,610000,3,HomeBrokerS.A.,"Mieszkanie, 99,23 m², Lublin","['Lublin', 'Węglinek']",Węglinek
40RMP,48.97,284026,2,Arena,Dwupokojowe mieszkanie na nowym osiedlu.,"['Lublin', 'Wrotków']",Wrotków
40RMO,62.58,356706,3,Arena,Trzypokojowe mieszkanie na nowym osiedlu,"['Lublin', 'Wrotków']",Wrotków
40RMM,43.51,261060,2,Arena,2 pokoje w nowym bloku,"['Lublin', 'Wrotków']",Wrotków
40RMK,43.10,252135,2,Arena,2 pokoje na nowym osiedlu,"['Lublin', 'Dziesiąta']",Dziesiąta
40RML,43.22,259320,2,Arena,Dwupokojowe mieszkanie na nowym osiedlu.,"['Lublin', 'Wrotków']",Wrotków
40RMJ,48.03,273771,2,Arena,2 pokoje na nowym osiedlu,"['Lublin', 'Dziesiąta']",Dziesiąta
40RMG,63.42,355152,3,Arena,Trzypokojowe mieszkanie na nowym osiedlu.,"['Lublin', 'Dziesiąta']",Dziesiąta
40RMH,43.05,236775,2,Arena,Dwa pokoje z ogródkiem na nowym osiedlu!,"['Lublin', 'Dziesiąta']",Dziesiąta
40RMF,61.56,344736,3,Arena,Trzypokojowe mieszkanie na nowym osiedlu.,"['Lublin', 'Dziesiąta']",Dziesiąta
40RME,58.27,337966,3,Arena,Nowe 3 pokoje z aneksem przy Zalewie,"['Lublin', 'Wrotków']",Wrotków
40RMC,46.29,259224,2,Arena,Dwupokojowe mieszkanie na nowym osiedlu.,"['Lublin', 'Dziesiąta']",Dziesiąta
40RMh,53.65,284345,3,3KLUCZEs.c.,"Mieszkanie, 53,65 m², Lublin","['Lublin', 'Felin']",Felin
40RKH,48.58,281764,2,Arena,Nowe mieszkanie dwu pokojowe przy Zalewie,"['Lublin', 'Wrotków']",Wrotków
40RKe,74,385000,3,VBInvest,Mieszkanie bez barier architektonicznych,"['Lublin', 'lubelskie']",lubelskie
3YTsc,49,286650,2,ŻagielDomSp.zo.o.,"Mieszkanie, 49 m², Lublin","['Lublin', 'Wrotków']",Wrotków
41VwE,49.89,Zapytajocenę,3,LUKsp.zo.o.SKA,Wieża Południowa M4,"['Lublin', 'Czechów']",Czechów
41Vw9,34.74,267498,1,LUKsp.zo.o.SKA,Wieża Południowa M3,"['Lublin', 'Czechów']",Czechów
41Vui,33.04,Zapytajocenę,2,LUKsp.zo.o.SKA,Wieża Południowa M2,"['Lublin', 'Czechów']",Czechów
41VtL,60,440000,3,SzymanekNieruchomościSp.zo.o.,Mieszkanie sprzedaż 3 pokoje Lublin ul. Laurowa,"['Lublin', 'Ponikwoda']",Ponikwoda
41Vtf,97.70,Zapytajocenę,4,LUKsp.zo.o.SKA,Wieża Południowa M1,"['Lublin', 'Czechów']",Czechów
41Vs9,53.70,340000,2,SzymanekNieruchomościSp.zo.o.,Mieszkanie sprzedaż 2 pokoje Lublin Czuby,"['Lublin', 'Czuby']",Czuby
41WMt,38,299000,2,BESTHOUSENieruchomości,Dwa pokoje na Wieniawie,"['Lublin', 'Wieniawa']",Wieniawa
41WAo,33,197670,2,FRANCZEWSKANieruchomościs.c.,2 pokoje w stanie deweloperskim.,"['Lublin', 'Wrotków']",Wrotków
41WA7,36.20,299000,1,BiuroNieruchomościFACTOR,"Mieszkanie, 36,20 m², Lublin","['Lublin', 'lubelskie']",lubelskie
41Wxv,58.10,389000,2,StrefaM,*komfortowe*drugie piętro*garaż*Ponikwoda**,"['Lublin', 'Ponikwoda']",Ponikwoda
41Wu1,76.86,376614,4,3KLUCZEs.c.,"Mieszkanie, 76,86 m², Lublin","['Lublin', 'Felin']",Felin
3VIcv,69,519000,3,Lokum,"Lublin, Śródmieście, mieszkanie z widokiem na park","['Lublin', 'Śródmieście']",Śródmieście
41WhV,35.87,225981,2,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na os. Bronowice,"['Lublin', 'Bronowice']",Bronowice
41WhU,35.87,225981,2,FRANCZEWSKANieruchomościs.c.,2pokoje w nowej inwestycji - Bronowice,"['Lublin', 'Bronowice']",Bronowice
41We7,32.05,195000,1,BiuroNieruchomościKWADRAT,Kawalerka 32m2 z pięknym widokiem,"['Lublin', 'Felin']",Felin
41W84,94.04,550000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W83,88.91,520000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W82,92.05,540000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W7Z,92.05,540000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W80,81.08,490000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W7Y,81.08,490000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W7V,88.91,520000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W7X,94.04,550000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
41W7U,94.04,550000,4,3KLUCZEs.c.,Apartament Sławinek,"['Lublin', 'Sławinek']",Sławinek
40OoR,64.17,345840,3,ŻagielDomSp.zo.o.,"Mieszkanie 3 pokoje, 64,17 m2, Lublin Węglin","['Lublin', 'Węglin']",Węglin
40OoS,63.89,351230,3,ŻagielDomSp.zo.o.,"Mieszkanie 3 pokoje, 63,89 m2, Lublin Węglin","['Lublin', 'Węglin']",Węglin
40NTl,50,329000,2,CLIVUSNieruchomości,"Lublin, Czuby ul. Jaspisowa","['Lublin', 'Czuby']",Czuby
40NSw,60,330000,3,Alfahouse,"Mieszkanie, Lublin, ul. Mazowiecka","['Lublin', 'Węglinek']",Węglinek
40NLZ,57.90,295000,3,OnestoBroker,"Przestronne mieszkanie 57,90m² ,ul. Kaliska !","['Rury', 'Jezuickie']",Jezuickie
40NEO,63.04,355000,2,OnestoBroker,"Os.Poręba, 64 m2 ,ul. Szafirowa","['Lublin', 'Czuby']",Czuby
40NtU,62.29,380000,3,BiuroNieruchomościKleczkowskiSp.zo.o.,3 pokojowe mieszkanie w niskim bloku na Wieniawie,"['Lublin', 'Wieniawa']",Wieniawa
40N86,60,389000,3,VBInvest,"Mieszkanie 60mkw, osiedle Ruczaj","['Lublin', 'Botanik']",Botanik
3Qopy,124,470000,4,Lokum,Mieszkanie Lublin Szerokie 4 pokoje,"['Lublin', 'Szerokie']",Szerokie
40MFy,69,419000,2,INDEPRONIERUCHOMOŚCI,Unikatowe mieszkanie w bardzo dobrej lokalizacji,"['Lublin', 'Wieniawa']",Wieniawa
40Mce,59.05,330000,3,HERMESHOUSE,Atrakcyjne trzy pokoje na Czubach,"['Lublin', 'Czuby']",Czuby
40MaX,88.50,464000,4,M-HOUSENieruchomości,"Mieszkanie o pow. 88,5m2, Piastowskie , Lsm","['Lublin', 'LSM']",LSM
40LkM,61.54,381548,3,WGNBiuroNieruchomościLublin,"Mieszkanie, 61,54 m², Lublin","['Lublin', 'Kośminek']",Kośminek
40KHV,53.70,350000,2,Alfahouse,Atrakcyjne mieszkanie w kamienicy w centrum Lublin,"['Lublin', 'Śródmieście']",Śródmieście
40Kpt,54.25,340000,2,4tepiętro,Nowe 2 pokoje! Czuby! Bez Pcc!,"['Lublin', 'Czuby']",Czuby
40JbM,59.17,366854,3,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Sławinie,"['Lublin', 'Sławin']",Sławin
40JbN,29.23,189995,1,FRANCZEWSKANieruchomościs.c.,Nowa inwestycja na Sławinie,"['Lublin', 'Sławin']",Sławin
40J8L,100,500000,4,BiuroNieruchomościANMAMagdalenaStaniszewska,"Mieszkanie, 100 m², Lublin","['Lublin', 'Centrum']",Centrum
40J7s,97.78,575000,5,ZamojskaOdNowa,M24 Ustawny dwupoziomowy apartament 98 m² CENTRUM,"['Stare', 'Miasto']",Miasto
40J4s,125.54,725000,5,ZamojskaOdNowa,M15 Nietypowy dwupoziomowy apartament 126m CENTRUM,"['Stare', 'Miasto']",Miasto
40J1B,97.85,545000,5,ZamojskaOdNowa,M08 Dwupoziomowy apartament 98m² w sercu Lublina,"['Stare', 'Miasto']",Miasto
40J0A,56.30,390000,3,M-HOUSENieruchomości,"Lublin, Lsm, mieszkanie 56,3m2, 3 pokoje","['Lublin', 'lubelskie']",lubelskie
40IM6,110,290000,3,LubelskieNieruchomościSp.zo.o.,"Mieszkanie 3 pok. 110 m2 ul. Wapowskiego, Wrotków","['Lublin', 'lubelskie']",lubelskie
3SPHu,67,450000,3,PrestigeBroker,"Mieszkanie, 67 m², Lublin","['Lublin', 'Węglin']",Węglin
41EKc,48.21,288000,3,Lokum,"Al. Racławickie/Głowackiego, budynek z cegły.","['Lublin', 'Wieniawa']",Wieniawa
41EmT,36.30,219615,2,3KLUCZEs.c.,"Mieszkanie, 36,30 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41EmR,27.03,163531.50,1,3KLUCZEs.c.,"Mieszkanie, 27,03 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41EmQ,48.33,285147,3,3KLUCZEs.c.,"Mieszkanie, 48,33 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41EmO,37.74,228327,2,3KLUCZEs.c.,"Mieszkanie, 37,74 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41EmK,28.69,173574.50,1,3KLUCZEs.c.,"Mieszkanie, 28,69 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41EmL,59.84,353056,3,3KLUCZEs.c.,"Mieszkanie, 59,84 m², Lublin","['Lublin', 'Węglinek']",Węglinek
40Hwa,93,449900,4,Arena,"4/5 lub 6 pokoi dla rodziny, Czechów","['Lublin', 'Czechów']",Czechów
41Ekb,41.44,250712,2,4tepiętro,"Nowe mieszkanie, 41m2, 2P+Ak, ogródek 16m2, Czuby","['Lublin', 'Węglinek']",Węglinek
41Eil,54.29,336598,3,4tepiętro,"Nowe mieszkanie, 54m2, 3P+Ak, ogródek 57m2, Czuby","['Lublin', 'Węglinek']",Węglinek
41Ein,67.45,397955,4,4tepiętro,"Nowe mieszkanie, 67m2, 4P+Ak, ogródek 57m2, Czuby","['Lublin', 'Węglinek']",Węglinek
41EfA,54.29,336598,3,4tepiętro,"Nowe mieszkanie, 54m2, 3P + Ak, taras 27m2, Czuby","['Lublin', 'Węglinek']",Węglinek
41E81,62.80,358000,3,INDEPRONIERUCHOMOŚCI,Mieszkanie z potencjałem na Czubach,"['Lublin', 'Czuby']",Czuby
41E7k,47.47,275093.50,2,3KLUCZEs.c.,"Mieszkanie, 47,47 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41E7h,37.86,229053,1,3KLUCZEs.c.,"Mieszkanie, 37,86 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41E7e,59.84,353056,3,3KLUCZEs.c.,"Mieszkanie, 59,84 m², Lublin","['Lublin', 'Węglinek']",Węglinek
41Dvu,48.55,290000,3,WMNieruchomości,"Gotowe Do Wprowadzenia 48 mkw, 3 pok.","['Lublin', 'Dziesiąta']",Dziesiąta
3YTsk,49,286650,2,ŻagielDomSp.zo.o.,"Mieszkanie, 49 m², Lublin","['Lublin', 'Wrotków']",Wrotków
3YTzm,66.90,381330,3,ŻagielDomSp.zo.o.,"Mieszkanie, 66,90 m², Lublin","['Lublin', 'Wrotków']",Wrotków
3YTzy,48.70,284895,2,ŻagielDomSp.zo.o.,"Mieszkanie, 48,70 m², Lublin","['Lublin', 'Wrotków']",Wrotków
3YZTa,68.70,391590,3,ŻagielDomSp.zo.o.,"Mieszkanie 3 pokoje, 68,7 m2, Lublin-Wrotków","['Lublin', 'Wrotków']",Wrotków
3YZTy,70.20,400140,3,ŻagielDomSp.zo.o.,"Mieszkanie 3 pokoje, 70,2 m2, Lublin-Wrotków","['Lublin', 'Wrotków']",Wrotków
40OoV,54.12,297660,3,ŻagielDomSp.zo.o.,"Mieszkanie 3 pokoje, 54,12 m2, Lublin Węglin","['Lublin', 'Węglin']",Węglin
3IBPa,49.20,305040,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Kauflanda M.Majdanka,"['Lublin', 'Bronowice']",Bronowice
3IBP6,47.15,278185,2,CLIVUSNieruchomości,Ostatnie Apartamenty w idealnej lokalizacji ! Okaz,"['Lublin', 'Bronowice']",Bronowice
3IBP2,47.15,292330,2,CLIVUSNieruchomości,Okazja ! Ostatnie mieszkanie w idealnej lokalizacj,"['Lublin', 'Bronowice']",Bronowice
3IBPm,38.63,231780,2,CLIVUSNieruchomości,Lublin Apartamenty okol. Kaufland M.Majdanka,"['Lublin', 'Bronowice']",Bronowice
3IBPi,49.20,290280,3,CLIVUSNieruchomości,Lublin Apartamenty okol. Centrum i Starego Miasta,"['Lublin', 'Bronowice']",Bronowice
3IwWu,71.85,370551.29,3,BiuroNieruchomościARKADIA,Gotowe mieszkanie deweloperskie,"['Lublin', 'Wrotków']",Wrotków
3Iq9G,24,189000,1,HERMESHOUSE,Kawalerka na Wajdeloty idealna pod wynajem,"['Lublin', 'LSM']",LSM
3Ig5m,59.80,355000,2,HERMESHOUSE,Dwa pokoje po remoncie na Czubach,"['Lublin', 'Czuby']",Czuby
3yYC7,74.50,390000,3,Login-HouseNieruchomości,"Świetna lokalizacja, Rogatka Warszawska!","['Rogatka', 'Warszawska']",Warszawska
3HWac,178,689000,6,Arena,"Mieszkanie, 178 m², Lublin","['Lublin', 'Sławin']",Sławin
3D6ms,82.24,781280,3,BigCityInvestsp.zo.o,Apartament na Starym Mieście,"['Stare', 'Miasto']",Miasto
3HHuk,94.14,537000,4,BESTHOUSENieruchomości,Mieszkanie idealne dla rodziny - os. Poręba,"['Lublin', 'Poręba']",Poręba
3HCoc,55,280500,2,CLIVUSNieruchomości,"Lublin, Dziesiata ul. Dunikowskiego","['Lublin', 'Dziesiąta']",Dziesiąta
3HsNy,66,370000,3,WMNieruchomości,Trzypokojowe mieszkanie w Śródmieściu!,"['Lublin', 'Śródmieście']",Śródmieście
3Hqq4,55,230000,2,CLIVUSNieruchomości,"Lublin,Śródmieście","['Lublin', 'Śródmieście']",Śródmieście
3HqpV,48,319950,3,CLIVUSNieruchomości,"Lublin,Czuby","['Lublin', 'Czuby']",Czuby
3H80Q,35,199500,2,CLIVUSNieruchomości,Lublin.Dziesiąta,"['Lublin', 'Dziesiąta']",Dziesiąta
3H23O,74.50,390000,3,geoDOMNieruchomości,Mieszkanie przy Rogatce Warszawskiej.,"['Lublin', 'Sławinek']",Sławinek
3GXcQ,181.55,1452400,3,3KLUCZEs.c.,Apartament na ostatnim piętrze w centrum Lublina,"['Lublin', 'Centrum']",Centrum
3GeoM,100,990000,3,VBInvest,"Mieszkanie, 100 m², Lublin","['Lublin', 'Centrum']",Centrum
3FZdu,69,729000,2,PrestigePropertySp.zo.o.,"Mieszkanie, 69 m², Lublin","['Lublin', 'Centrum']",Centrum
3FZdy,31,326000,1,PrestigePropertySp.zo.o.,"Mieszkanie, 31 m², Lublin","['Lublin', 'Centrum']",Centrum
3FKXS,93.56,699000,4,3KLUCZEs.c.,Przepiękne dwupoziomowe mieszkanie na Sławinku,"['Lublin', 'lubelskie']",lubelskie
3FJpV,74.60,390000,3,ElżbietaLiberdaLexPerfectaKancelariaRadcyPrawnegoiBiuroNieruchomości,Komfortowe mieszkanie - 3 pokoje - 75 m2-Sławinek!,"['Lublin', 'Sławinek']",Sławinek
41tr0,28.60,Zapytajocenę,1,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 21,"['Lublin', 'Wrotków']",Wrotków
41tqZ,53.82,Zapytajocenę,3,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 39,"['Lublin', 'Wrotków']",Wrotków
41tqJ,65.01,Zapytajocenę,4,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 37,"['Lublin', 'Wrotków']",Wrotków
41tqB,42.10,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 20,"['Lublin', 'Wrotków']",Wrotków
41tqe,28.60,Zapytajocenę,1,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr17,"['Lublin', 'Wrotków']",Wrotków
41tq7,53.82,Zapytajocenę,3,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 36,"['Lublin', 'Wrotków']",Wrotków
41tq1,46.53,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 35,"['Lublin', 'Wrotków']",Wrotków
41tpZ,65.01,Zapytajocenę,4,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 34,"['Lublin', 'Wrotków']",Wrotków
41tpW,42.10,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 16,"['Lublin', 'Wrotków']",Wrotków
41tpf,69.16,519000,3,Arena,Apartament ul. Leszczyńskiego,"['Lublin', 'Centrum']",Centrum
41t12,32.40,209000,2,HERMESHOUSE,"Lsm, 2 Pokoje","['Lublin', 'LSM']",LSM
41sRa,65.01,Zapytajocenę,4,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 31,"['Lublin', 'Wrotków']",Wrotków
41sQF,42.10,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 12,"['Lublin', 'Wrotków']",Wrotków
41sQx,28.60,Zapytajocenę,1,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 9,"['Lublin', 'Wrotków']",Wrotków
41sQu,53.82,Zapytajocenę,3,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 30,"['Lublin', 'Wrotków']",Wrotków
41sPK,65.01,Zapytajocenę,4,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 28,"['Lublin', 'Wrotków']",Wrotków
41sPG,42.10,Zapytajocenę,2,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 8,"['Lublin', 'Wrotków']",Wrotków
41sPf,31.22,Zapytajocenę,1,LUKJacekWysokiński,Diamenty wrotkowa budynek B3 mieszkanie nr 6,"['Lublin', 'Wrotków']",Wrotków
41sOV,28.60,Zapytajocenę,1,LUKJacekWysokiński,Diamenty wrotkowa budynek B3 mieszkanie nr 5,"['Lublin', 'Wrotków']",Wrotków
41sOJ,53.82,Zapytajocenę,3,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 27,"['Lublin', 'Wrotków']",Wrotków
41sNS,65.01,Zapytajocenę,4,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 25,"['Lublin', 'Wrotków']",Wrotków
41sNE,31.22,Zapytajocenę,1,LUKJacekWysokiński,Diamenty Wrotkowa budynek B3 mieszkanie nr 2,"['Lublin', 'Wrotków']",Wrotków
41sHk,79,469000,4,PrestigePropertySp.zo.o.,"Mieszkanie, 79 m², Lublin","['Czechów', 'Górny']",Górny
41sEt,59.40,315000,3,4tepiętro,"Czechów, Żywnego, 3 pokoje, 59m2, od zaraz!","['Lublin', 'Czechów']",Czechów
3QCIU,49.83,425000,2,AptsLublin,Nowe 2 pokojowy apartament z 2017 roku.,"['Lublin', 'LSM']",LSM
3QC7u,71.63,444106,4,4tepiętro,"Nowe Mieszkanie! 4 Pokoje, Bronowice Lublin","['Lublin', 'Bronowice']",Bronowice
3QC7y,82.98,489582,4,4tepiętro,"Piękny Taras! Nowe Mieszkanie! 4 Pokoje, Bronowice","['Lublin', 'Bronowice']",Bronowice
3QC7i,49.16,290044,2,4tepiętro,"Nowe Mieszkanie! 2 Pokoje, Bronowice Lublin","['Lublin', 'Bronowice']",Bronowice
3QC7m,46.51,274409,2,4tepiętro,"Nowe Mieszkanie! 2 Pokoje, Bronowice Lublin","['Lublin', 'Bronowice']",Bronowice
3QB9a,65.01,338052,3,4tepiętro,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
3QB96,48.85,278445,2,4tepiętro,Nowa inwestycja na Felinie!,"['Lublin', 'Felin']",Felin
3QAti,48.59,265000,2,BiuroNieruchomościKWADRAT,Mieszkanie 2-pokojowe na Bronowicach,"['Lublin', 'Bronowice']",Bronowice
3Qy2M,104.13,650000,4,CLIVUSNieruchomości,Okazja Ostatnie Wolne Mieszkanie ! Blisko Centrum,"['Lublin', 'Szerokie']",Szerokie
3QvkI,58,280000,3,LubelskieMieszkania,Wrotków-Atrakcyjne mieszkanie 3-pokojowe!!,"['Lublin', 'Wrotków']",Wrotków
3QnWK,77.90,529000,3,BIGCITYBROKER,**Mieszkanie w kamienicy 77m2 idealne pod biuro***,"['Lublin', 'Śródmieście']",Śródmieście
3QjZV,73.98,385000,3,Login-HouseNieruchomości,Nowe mieszkanie blisko Zalewu Zemborzyckiego!,"['Lublin', 'lubelskie']",lubelskie
3QjZO,69.70,348289,3,Login-HouseNieruchomości,Nowe mieszkanie blisko Zalewu Zemborzyckiego!,"['Lublin', 'lubelskie']",lubelskie
3Qieg,51.34,460000,2,GrupaOrzełNenckarski,"Luksusowe mieszkanie w Centrum, ul. Plażowa 7","['Lublin', 'Śródmieście']",Śródmieście
3QiaE,51.34,460000,2,GrupaOrzełNenckarski,"Luksusowe mieszkanie w Centrum, ul. Plażowa 7","['Lublin', 'Śródmieście']",Śródmieście
3Qi9C,51.34,460000,2,GrupaOrzełNenckarski,"Luksusowe mieszkanie w Centrum, ul. Plażowa 7","['Lublin', 'Śródmieście']",Śródmieście
3Qi8Q,26.55,250000,1,GrupaOrzełNenckarski,"Luksusowa kawalerka w Centrum, ul. Plażowa 7","['Lublin', 'Śródmieście']",Śródmieście
3Qi8A,25.47,250000,1,GrupaOrzełNenckarski,"Luksusowa kawalerka w Centrum, ul. Plażowa 7","['Lublin', 'Śródmieście']",Śródmieście
3Qi88,25.27,265000,1,GrupaOrzełNenckarski,Kawalerka w Centrum Z OGRÓDKIEM!! ul. Plażowa 7,"['Lublin', 'Śródmieście']",Śródmieście
3Qi6A,26.55,250000,1,GrupaOrzełNenckarski,Kawalerka w centrum miasta. Plażowa 7/6.,"['Lublin', 'Śródmieście']",Śródmieście
3Qi6k,25.47,250000,1,GrupaOrzełNenckarski,"Luksusowa kawalerka w Centrum, ul. Plażowa 7","['Lublin', 'Śródmieście']",Śródmieście
3QhG8,40,250000,1,CapitalFinanseiNieruchomościKarolinaLato,"Kawalerka 40m2,możliwość wydzielenia 2 pokoju, LSM","['Lublin', 'LSM']",LSM
3QhfK,69.70,375000,3,Login-HouseNieruchomości,Nowe mieszkania przy Zalewie Zemborzyckim!,"['Lublin', 'lubelskie']",lubelskie
42pys,60,385000,3,Arena,3 pokoje ul. Szmaragdowa,"['Lublin', 'Czuby']",Czuby
42pvA,53.70,350000,2,HFBroker,"Mieszkanie, 53,70 m², Lublin","['Lublin', 'lubelskie']",lubelskie
42p1I,70,699000,2,BIGCITYBROKER,**Apartament 70mkw Metropolitan Lsm***,"['Lublin', 'LSM']",LSM
42oQt,58,379900,3,CLIVUSNieruchomości,"Lublin, Czuby, Orkana, Prowizja 0%","['Lublin', 'Czuby']",Czuby
